CustomerID,Recency,Frequency,Monetary,Num_Returns,Return_Value,Return_Freq_Rate,Return_Value_Rate,Avg_Unit_Price,Max_Unit_Price,Num_Products,Price_Bucket,High_Value_Buyer,Adjusted_CLV,CLV_Gross,CLV_True,Return_Loss,Log_CLV_True,R_Score,F_Score,M_Score,RFM_Score,Avg_Order_Value,Revenue_Per_Day,Return_Damage,Segment,Cluster,Persona
12384,29,2,585.27,1,19.11,0.5,0.0327,7.88,40.0,26,High,1,566.16,1170.54,1132.32,38.22000000000003,7.032906657161056,4,2,3,9,292.64,1.7316,0.2196,Potential,0,Regular Buyers
12386,338,2,401.9,0,0.0,0.0,0.0,2.39,6.75,10,Low,0,401.9,803.8,803.8,0.0,6.690593799345475,1,2,2,5,200.95,13.8586,0.0,At-Risk,0,Regular Buyers
12388,16,6,2780.66,0,0.0,0.0,0.0,2.78,11.15,57,Mid,0,2780.66,16683.96,16683.96,0.0,9.7222629938197,4,4,5,13,463.44,7.9221,0.0,Champion,0,Regular Buyers
12390,80,1,549.84,0,0.0,0.0,0.0,4.0,16.95,32,High,1,549.84,549.84,549.84,0.0,6.311444385858925,2,1,3,6,549.84,1.9158,0.0,At-Risk,0,Regular Buyers
12391,22,1,460.89,0,0.0,0.0,0.0,2.46,16.95,92,Mid,0,460.89,460.89,460.89,0.0,6.1353267674944725,4,1,2,7,460.89,1.3359,0.0,Potential,0,Regular Buyers
12393,72,4,1582.6,0,0.0,0.0,0.0,2.28,4.95,47,Low,0,1582.6,6330.4,6330.4,0.0,8.75327665972029,3,4,4,11,395.65,5.3647,0.0,Loyal,0,Regular Buyers
12394,64,2,1272.48,0,0.0,0.0,0.0,3.37,18.0,26,Mid,0,1272.48,2544.96,2544.96,0.0,7.842263068074845,3,2,4,9,636.24,4.1996,0.0,Potential,0,Regular Buyers
12395,19,12,3018.63,3,20.35,0.25,0.0067,3.97,39.95,91,High,1,2998.28,36223.56,35979.36,244.1999999999971,10.490728513013112,4,5,5,14,251.55,8.6742,0.104,Champion,0,Regular Buyers
12397,36,2,2409.9,0,0.0,0.0,0.0,3.47,16.95,110,High,0,2409.9,4819.8,4819.8,0.0,8.480695168376037,3,2,5,10,1204.95,7.2807,0.0,Loyal,0,Regular Buyers
12398,46,1,1635.66,0,0.0,0.0,0.0,1.99,40.0,85,Low,0,1635.66,1635.66,1635.66,0.0,7.400412858792405,3,1,4,8,1635.66,5.0955,0.0,Potential,0,Regular Buyers
12399,119,4,1108.65,0,0.0,0.0,0.0,2.11,15.0,47,Low,0,1108.65,4434.6,4434.6,0.0,8.39741817307906,2,4,4,10,277.16,4.4704,0.0,Loyal,0,Regular Buyers
12401,303,1,84.3,0,0.0,0.0,0.0,9.68,15.0,5,High,1,84.3,84.3,84.3,0.0,4.446174454497633,1,1,1,3,84.3,1.3172,0.0,Lost,0,Regular Buyers
12402,323,1,225.6,0,0.0,0.0,0.0,3.29,15.0,11,Mid,0,225.6,225.6,225.6,0.0,5.423186348593906,1,1,1,3,225.6,5.1273,0.0,Lost,0,Regular Buyers
12403,50,1,427.7,1,18.0,1.0,0.0421,7.08,18.0,5,High,1,409.7,427.7,409.7,18.0,6.017863020962513,3,1,2,6,427.7,1.3492,0.4253,At-Risk,0,Regular Buyers
12405,149,1,1710.39,0,0.0,0.0,0.0,3.54,40.0,54,High,0,1710.39,1710.39,1710.39,0.0,7.445061184797548,2,1,4,7,1710.39,7.8458,0.0,Potential,0,Regular Buyers
12406,22,2,3415.3,1,134.55,0.5,0.0394,2.49,14.95,92,Mid,0,3280.75,6830.6,6561.5,269.10000000000036,8.78912690689988,4,2,5,11,1707.65,9.8994,0.2236,Loyal,0,Regular Buyers
12407,50,5,1708.12,0,0.0,0.0,0.0,3.27,18.0,57,Mid,0,1708.12,8540.599999999999,8540.599999999999,0.0,9.052703622864092,3,4,4,11,341.62,5.3884,0.0,Loyal,0,Regular Buyers
12408,33,5,2888.55,4,45.98,0.8,0.0159,3.02,16.95,81,Mid,0,2842.57,14442.75,14212.85,229.89999999999964,9.561972120355218,4,4,5,13,577.71,8.6484,0.3295,Champion,0,Regular Buyers
12409,79,3,11072.67,4,15.74,1.3333,0.0014,3.57,14.95,91,High,0,11056.93,33218.01,33170.79,47.220000000001164,10.409455094910756,2,3,5,10,3690.89,38.4468,0.5342,Loyal,1,Champion Buyers
12410,309,2,693.33,1,12.25,0.5,0.0177,6.34,40.0,26,High,1,681.08,1386.66,1362.16,24.5,7.2175608129215405,1,2,3,6,346.66,11.954,0.2106,At-Risk,0,Regular Buyers
12412,75,3,1226.88,0,0.0,0.0,0.0,2.71,18.0,43,Mid,0,1226.88,3680.6400000000003,3680.6400000000003,0.0,8.211113584063453,2,3,4,9,408.96,4.2016,0.0,Potential,0,Regular Buyers
12413,67,3,758.1,2,63.95,0.6667,0.0844,4.8,29.95,29,High,1,694.15,2274.3,2082.45,191.85000000000036,7.6417804524943955,3,3,3,9,252.7,2.527,0.3173,Potential,0,Regular Buyers
12414,217,3,562.41,0,0.0,0.0,0.0,8.57,40.0,16,High,1,562.41,1687.23,1687.23,0.0,7.431435921798077,1,3,3,7,187.47,3.7494,0.0,Potential,0,Regular Buyers
12415,24,21,124914.53,5,1189.08,0.2381,0.0095,2.94,350.0,444,Mid,0,123725.45,2623205.13,2598234.4499999997,24970.680000000168,14.770343099511964,4,5,5,14,5948.31,364.1823,0.1009,Champion,-1,Whale Buyer
12417,3,9,3649.1,3,70.3,0.3333,0.0193,5.34,29.95,158,High,1,3578.8,32841.9,32209.2,632.7000000000007,10.380038451557752,5,5,5,15,405.46,10.025,0.1449,Champion,0,Regular Buyers
12418,113,1,668.58,0,0.0,0.0,0.0,3.56,9.95,34,High,0,668.58,668.58,668.58,0.0,6.506650650150935,2,1,3,6,668.58,2.6322,0.0,At-Risk,0,Regular Buyers
12420,64,1,600.39,0,0.0,0.0,0.0,4.71,16.95,29,High,1,600.39,600.39,600.39,0.0,6.3992436425478765,3,1,3,7,600.39,1.9815,0.0,Potential,0,Regular Buyers
12421,16,4,807.04,1,0.77,0.25,0.001,4.52,28.0,32,High,1,806.27,3228.16,3225.08,3.0799999999999272,8.079023056889765,4,4,3,11,201.76,2.2993,0.1006,Loyal,0,Regular Buyers
12422,96,3,803.56,0,0.0,0.0,0.0,3.26,40.0,39,Mid,0,803.56,2410.68,2410.68,0.0,7.788078879062219,2,3,3,8,267.85,2.9652,0.0,Potential,0,Regular Buyers
12423,1,8,1859.31,1,10.2,0.125,0.0055,2.91,16.95,97,Mid,0,1849.11,14874.48,14792.88,81.60000000000036,9.601968860718403,5,5,4,14,232.41,5.0801,0.0533,Champion,0,Regular Buyers
12424,163,2,1760.96,0,0.0,0.0,0.0,2.78,6.95,30,Mid,0,1760.96,3521.92,3521.92,0.0,8.167045470164021,2,2,4,8,880.48,8.6322,0.0,Potential,0,Regular Buyers
12425,78,1,777.2,0,0.0,0.0,0.0,2.56,12.75,36,Mid,0,777.2,777.2,777.2,0.0,6.6569835605504535,2,1,3,6,777.2,2.6893,0.0,At-Risk,0,Regular Buyers
12426,195,1,582.73,0,0.0,0.0,0.0,3.94,18.0,30,High,1,582.73,582.73,582.73,0.0,6.369438547154207,1,1,3,5,582.73,3.388,0.0,At-Risk,0,Regular Buyers
12427,22,3,825.8,2,117.43,0.6667,0.1422,4.59,18.0,26,High,1,708.37,2477.3999999999996,2125.11,352.2899999999995,7.662049297920886,4,3,3,10,275.27,2.3936,0.352,Loyal,0,Regular Buyers
12428,26,9,7956.46,3,79.26,0.3333,0.01,4.63,275.6,258,High,1,7877.2,71608.14,70894.8,713.3399999999965,11.168966472401666,4,5,5,14,884.05,23.3327,0.1393,Champion,1,Champion Buyers
12429,9,4,3750.4,0,0.0,0.0,0.0,3.63,28.0,82,High,0,3750.4,15001.6,15001.6,0.0,9.615978798397194,5,4,5,14,937.6,10.476,0.0,Champion,0,Regular Buyers
12430,43,1,256.4,0,0.0,0.0,0.0,6.23,40.0,11,High,1,256.4,256.4,256.4,0.0,5.5506312951620265,3,1,2,6,256.4,0.7914,0.0,At-Risk,0,Regular Buyers
12431,36,15,6487.45,3,71.06,0.2,0.011,3.79,16.95,163,High,0,6416.39,97311.75,96245.85,1065.8999999999942,11.474671524341755,3,5,5,13,432.5,19.5995,0.0866,Champion,1,Champion Buyers
12432,43,5,5059.32,0,0.0,0.0,0.0,10.55,700.0,107,High,1,5059.32,25296.6,25296.6,0.0,10.13846480855588,3,4,5,12,1011.86,15.6152,0.0,Loyal,0,Regular Buyers
12433,1,7,13375.87,0,0.0,0.0,0.0,2.19,14.95,219,Low,0,13375.87,93631.09000000001,93631.09000000001,0.0,11.447128445589177,5,5,5,15,1910.84,36.5461,0.0,Champion,1,Champion Buyers
12434,85,2,806.14,2,40.95,1.0,0.0508,3.67,9.95,46,High,0,765.19,1612.28,1530.38,81.89999999999986,7.333924568648593,2,2,3,7,403.07,2.8587,0.4305,Potential,0,Regular Buyers
12435,80,2,7829.89,0,0.0,0.0,0.0,5.48,14.95,31,High,1,7829.89,15659.78,15659.78,0.0,9.658914776733514,2,2,5,9,3914.94,27.2818,0.0,Potential,1,Champion Buyers
12436,100,1,509.01,0,0.0,0.0,0.0,5.27,40.0,16,High,1,509.01,509.01,509.01,0.0,6.234430333369278,2,1,3,6,509.01,1.9064,0.0,At-Risk,0,Regular Buyers
12437,2,18,4951.41,1,54.75,0.0556,0.0111,4.01,18.0,118,High,1,4896.66,89125.38,88139.88,985.5,11.386691722462317,5,5,5,15,275.08,13.5655,0.0289,Champion,1,Champion Buyers
12438,14,2,2906.85,0,0.0,0.0,0.0,3.89,40.0,84,High,1,2906.85,5813.7,5813.7,0.0,8.668144472908246,4,2,5,11,1453.42,8.2347,0.0,Loyal,0,Regular Buyers
12441,367,1,173.55,0,0.0,0.0,0.0,3.7,18.0,11,High,0,173.55,173.55,173.55,0.0,5.162211233551045,1,1,1,3,173.55,0.0,0.0,Lost,0,Regular Buyers
12442,3,1,172.06,0,0.0,0.0,0.0,3.34,28.0,12,Mid,0,172.06,172.06,172.06,0.0,5.153638355178593,5,1,1,7,172.06,0.4727,0.0,Potential,0,Regular Buyers
12444,21,5,5005.46,0,0.0,0.0,0.0,6.36,40.0,138,High,1,5005.46,25027.3,25027.3,0.0,10.127762463621451,4,4,5,13,1001.09,14.4666,0.0,Champion,0,Regular Buyers
12445,22,1,133.4,0,0.0,0.0,0.0,7.99,28.0,4,High,1,133.4,133.4,133.4,0.0,4.900820428089049,4,1,1,6,133.4,0.3867,0.0,At-Risk,0,Regular Buyers
12446,58,1,1002.31,0,0.0,0.0,0.0,4.35,14.95,57,High,1,1002.31,1002.31,1002.31,0.0,6.9110598129904375,3,1,4,8,1002.31,3.2437,0.0,Potential,0,Regular Buyers
12447,243,1,476.49,0,0.0,0.0,0.0,3.57,15.0,26,High,0,476.49,476.49,476.49,0.0,6.168543217293113,1,1,2,4,476.49,3.8427,0.0,Lost,0,Regular Buyers
12448,44,1,449.45,0,0.0,0.0,0.0,5.95,65.0,22,High,1,449.45,449.45,449.45,0.0,6.110247083097449,3,1,2,6,449.45,1.3915,0.0,At-Risk,0,Regular Buyers
12449,22,4,4067.29,0,0.0,0.0,0.0,3.69,18.0,118,High,0,4067.29,16269.16,16269.16,0.0,9.69708803421513,4,4,5,13,1016.82,11.7892,0.0,Champion,0,Regular Buyers
12450,156,2,197.88,0,0.0,0.0,0.0,1.62,2.55,7,Low,0,197.88,395.76,395.76,0.0,5.983331563877793,2,2,1,5,98.94,0.9378,0.0,At-Risk,0,Regular Buyers
12451,11,5,9035.52,1,102.0,0.2,0.0113,2.45,40.0,265,Mid,0,8933.52,45177.600000000006,44667.600000000006,510.0,10.70702607291032,5,4,5,14,1807.1,25.3807,0.0868,Champion,1,Champion Buyers
12452,17,2,430.57,1,2.0,0.5,0.0046,4.49,40.0,21,High,1,428.57,861.14,857.14,4.0,6.75476725634033,4,2,2,8,215.28,1.2302,0.2028,Potential,0,Regular Buyers
12453,134,1,707.09,0,0.0,0.0,0.0,2.39,6.75,43,Low,0,707.09,707.09,707.09,0.0,6.562571204258897,2,1,3,6,707.09,3.0347,0.0,At-Risk,0,Regular Buyers
12454,56,1,3528.34,1,3528.34,1.0,1.0,7.28,41.75,15,High,1,0.0,3528.34,0.0,3528.34,0.0,3,1,5,9,3528.34,11.3451,1.0,Potential,-1,Extreme Returner
12455,73,6,2466.86,0,0.0,0.0,0.0,3.17,28.0,85,Mid,0,2466.86,14801.16,14801.16,0.0,9.60252839504908,2,4,5,11,411.14,8.3907,0.0,Loyal,0,Regular Buyers
12456,44,3,3181.04,1,27.15,0.3333,0.0085,3.62,40.0,105,High,0,3153.89,9543.119999999999,9461.67,81.44999999999891,9.15510986323822,3,3,5,11,1060.35,9.8484,0.1384,Loyal,0,Regular Buyers
12457,66,7,2363.23,5,445.45,0.7143,0.1885,5.36,40.0,53,High,1,1917.78,16542.61,13424.46,3118.1500000000015,9.504908183222083,3,5,5,13,337.6,7.8513,0.3988,Champion,0,Regular Buyers
12458,71,2,947.4,0,0.0,0.0,0.0,4.33,40.0,35,High,1,947.4,1894.8,1894.8,0.0,7.547396192018941,3,2,4,9,473.7,3.2007,0.0,Potential,0,Regular Buyers
12461,94,2,826.88,0,0.0,0.0,0.0,4.26,40.0,35,High,1,826.88,1653.76,1653.76,0.0,7.411411262189716,2,2,3,7,413.44,3.0289,0.0,Potential,0,Regular Buyers
12462,19,2,1189.59,2,65.58,1.0,0.0551,4.69,28.0,51,High,1,1124.01,2379.18,2248.02,131.15999999999985,7.718249844761037,4,2,4,10,594.79,3.4184,0.4331,Loyal,0,Regular Buyers
12463,53,4,1344.78,3,41.15,0.75,0.0306,3.04,18.0,65,Mid,0,1303.63,5379.12,5214.52,164.59999999999945,8.559394074832094,3,4,4,11,336.2,4.2827,0.3184,Loyal,0,Regular Buyers
12464,10,8,1212.05,0,0.0,0.0,0.0,11.83,16.95,6,High,1,1212.05,9696.4,9696.4,0.0,9.179613087324888,5,5,4,14,151.51,3.3951,0.0,Champion,0,Regular Buyers
12465,17,2,742.19,1,8.3,0.5,0.0112,2.76,15.0,46,Mid,0,733.89,1484.38,1467.78,16.600000000000136,7.292187403215785,4,2,3,9,371.1,2.1205,0.2067,Potential,0,Regular Buyers
12468,188,2,729.54,1,5.5,0.5,0.0075,3.51,18.0,36,High,0,724.04,1459.08,1448.08,11.0,7.278684151286632,1,2,3,6,364.77,4.0756,0.2045,At-Risk,0,Regular Buyers
12471,2,30,19824.05,19,1083.13,0.6333,0.0546,4.3,240.0,150,High,1,18740.92,594721.5,562227.6,32493.900000000023,13.239663807736605,5,5,5,15,660.8,54.3125,0.2861,Champion,-1,Whale Buyer
12472,32,7,6572.11,6,342.63,0.8571,0.0521,2.4,18.0,219,Low,0,6229.48,46004.77,43606.36,2398.409999999996,10.68298122243022,4,5,5,14,938.87,19.6182,0.3741,Champion,1,Champion Buyers
12473,29,5,3938.55,4,1090.32,0.8,0.2768,8.32,549.34,140,High,1,2848.23,19692.75,14241.15,5451.6,9.563961156715227,4,4,5,13,787.71,11.6525,0.4861,Champion,0,Regular Buyers
12474,17,18,7375.79,12,259.32,0.6667,0.0352,2.87,35.95,253,Mid,0,7116.47,132764.22,128096.46,4667.759999999995,11.760546659429071,4,5,5,14,409.77,21.0737,0.2878,Champion,1,Champion Buyers
12475,54,1,723.38,0,0.0,0.0,0.0,2.94,18.0,36,Mid,0,723.38,723.38,723.38,0.0,6.585316116572351,3,1,3,7,723.38,2.3111,0.0,Potential,0,Regular Buyers
12476,16,11,6816.42,9,269.84,0.8182,0.0396,4.83,19.95,177,High,1,6546.58,74980.62,72012.38,2968.2399999999907,11.18460721406665,4,5,5,14,619.67,19.42,0.351,Champion,1,Champion Buyers
12477,23,6,13219.74,3,102.73,0.5,0.0078,4.38,16.95,191,High,1,13117.01,79318.44,78702.06,616.3800000000047,11.273437315479349,4,4,5,13,2203.29,38.4295,0.2047,Champion,1,Champion Buyers
12478,4,1,680.99,0,0.0,0.0,0.0,4.54,45.0,36,High,1,680.99,680.99,680.99,0.0,6.525014994979364,5,1,3,9,680.99,1.876,0.0,Potential,0,Regular Buyers
12479,11,1,527.2,2,49.9,2.0,0.0947,2.67,18.0,31,Mid,0,477.3,527.2,477.3,49.900000000000034,6.170238150686251,5,1,3,9,527.2,1.4809,0.8568,Potential,-1,Whale Buyer
12480,28,4,3281.63,0,0.0,0.0,0.0,3.13,18.0,129,Mid,0,3281.63,13126.52,13126.52,0.0,9.482466069030183,4,4,5,13,820.41,9.6803,0.0,Champion,0,Regular Buyers
12481,23,10,5596.32,1,5.46,0.1,0.001,3.41,18.0,150,Mid,0,5590.86,55963.2,55908.6,54.599999999998545,10.931491379639885,4,5,5,14,559.63,16.2684,0.0406,Champion,1,Champion Buyers
12483,17,8,2484.98,5,157.85,0.625,0.0635,5.2,40.0,46,High,1,2327.13,19879.84,18617.04,1262.7999999999993,9.831886282132608,4,5,5,14,310.62,7.0999,0.2881,Champion,0,Regular Buyers
12484,33,6,4541.72,2,46.45,0.3333,0.0102,3.13,28.0,256,Mid,0,4495.27,27250.32,26971.620000000003,278.6999999999971,10.202577556391407,4,4,5,13,756.95,13.598,0.1394,Champion,0,Regular Buyers
12488,10,3,1298.66,0,0.0,0.0,0.0,3.73,18.0,46,High,0,1298.66,3895.9800000000005,3895.9800000000005,0.0,8.267957173172602,5,3,4,12,432.89,3.6377,0.0,Loyal,0,Regular Buyers
12489,336,1,334.93,0,0.0,0.0,0.0,5.91,18.0,15,High,1,334.93,334.93,334.93,0.0,5.816902804925467,1,1,2,4,334.93,10.8042,0.0,Lost,0,Regular Buyers
12490,5,10,5417.93,0,0.0,0.0,0.0,2.69,18.0,131,Mid,0,5417.93,54179.3,54179.3,0.0,10.900072652722317,5,5,5,15,541.79,14.9667,0.0,Champion,1,Champion Buyers
12491,39,1,460.4,0,0.0,0.0,0.0,3.38,18.0,25,Mid,0,460.4,460.4,460.4,0.0,6.134265345739653,3,1,2,6,460.4,1.4037,0.0,At-Risk,0,Regular Buyers
12492,63,2,263.21,0,0.0,0.0,0.0,3.35,18.0,19,Mid,0,263.21,526.42,526.42,0.0,6.2679971950810955,3,2,2,7,131.6,0.8658,0.0,Potential,0,Regular Buyers
12493,166,2,433.74,1,16.95,0.5,0.0391,4.31,18.0,20,High,1,416.79,867.48,833.58,33.89999999999998,6.726928604294955,2,2,2,6,216.87,2.1579,0.2235,At-Risk,0,Regular Buyers
12494,16,7,1246.1,6,106.75,0.8571,0.0857,3.86,18.0,63,High,1,1139.35,8722.699999999999,7975.449999999999,747.25,8.984248729307941,4,5,4,13,178.01,3.5501,0.3943,Champion,0,Regular Buyers
12497,82,1,1043.1,0,0.0,0.0,0.0,2.06,18.0,14,Low,0,1043.1,1043.1,1043.1,0.0,6.950910549296065,2,1,4,7,1043.1,3.66,0.0,Potential,0,Regular Buyers
12498,21,3,403.7,0,0.0,0.0,0.0,4.2,18.0,21,High,1,403.7,1211.1,1211.1,0.0,7.100109671476466,4,3,2,9,134.57,1.1668,0.0,Potential,0,Regular Buyers
12500,23,11,4257.82,2,51.55,0.1818,0.0121,5.64,21.95,34,High,1,4206.27,46836.02,46268.97,567.0499999999956,10.742248433532563,4,5,5,14,387.07,12.3774,0.08,Champion,1,Champion Buyers
12501,337,1,2169.39,1,79.71,1.0,0.0367,2.41,18.0,149,Low,0,2089.68,2169.39,2089.68,79.71000000000004,7.645244650892818,1,1,5,7,2169.39,72.313,0.422,Potential,0,Regular Buyers
12502,96,5,3723.87,0,0.0,0.0,0.0,6.43,28.0,102,High,1,3723.87,18619.35,18619.35,0.0,9.832010347646879,2,4,5,11,744.77,13.7412,0.0,Loyal,0,Regular Buyers
12504,18,2,482.05,2,368.05,1.0,0.7635,9.01,18.0,6,High,1,114.0,964.1,228.0,736.1,5.43372200355424,4,2,2,8,241.02,1.3812,0.8581,Potential,-1,Whale Buyer
12506,233,1,73.5,0,0.0,0.0,0.0,3.2,7.95,23,Mid,0,73.5,73.5,73.5,0.0,4.310799125385514,1,1,1,3,73.5,0.5485,0.0,Lost,0,Regular Buyers
12507,134,3,1304.81,1,46.75,0.3333,0.0358,4.86,28.0,19,High,1,1258.06,3914.43,3774.18,140.25,8.236203342665574,2,3,4,9,434.94,5.6,0.1548,Potential,0,Regular Buyers
12508,26,2,398.27,0,0.0,0.0,0.0,1.72,4.95,57,Low,0,398.27,796.54,796.54,0.0,6.681531990141004,4,2,2,8,199.14,1.1679,0.0,Potential,0,Regular Buyers
12509,284,1,176.5,0,0.0,0.0,0.0,5.56,18.0,7,High,1,176.5,176.5,176.5,0.0,5.178970608915471,1,1,1,3,176.5,2.1265,0.0,Lost,0,Regular Buyers
